GEOID,NAME,Median_age,Total_population,Renters_occupied_percentage,Bachelors_percentage,Highschool_graduate_percentage,Below_highschool_percentage,White_alone_percentage,Black_or_African_American_percentage,Hispanic_or_Latino_percentage,American_Indian_and_Alaska_Native_percentage,Asian_percentage,Native_Hawaiian_and_other_Pacific_Island_percentage,Some_other_race_alone_percentage,Two_or_more_races_percentage,White_alone_not_hispanic_or_latino_percentage,Male_female_ratio,Areaname,Land_Area,popul_density
21007,"Ballard County, Kentucky",44,7914,19.81888745,7.404599444,27.72302249,8.137477887,93.03765479,4.915339904,1.364670205,0.164265858,0.277988375,0,0.063179176,1.541571898,1.364670205,0.993953137,"Ballard, KY",246.66,32.08465094
21009,"Barren County, Kentucky",40.4,44026,33.58957533,7.223004588,29.45759324,11.13887248,92.24321992,3.466133648,3.338936083,0.074955708,0.365693,0,0.50879026,3.341207468,3.338936083,0.925475618,"Barren, KY",487.54,90.30233417
21011,"Bath County, Kentucky",40.7,12421,25.38847324,6.223331455,28.84630867,13.79921101,95.82964335,1.304242815,1.682634248,0.10466146,0.386442315,0,0.845342565,1.529667499,1.682634248,0.992141139,"Bath, KY",278.79,44.55324796
21013,"Bell County, Kentucky",41.2,26426,35.8941866,3.159766896,29.7510028,18.42503595,95.26224173,2.501324453,1.192007871,0.166502687,0.007568304,0,0.238401574,1.82396125,1.192007871,0.963882283,"Bell, KY",359,73.61002786
21015,"Boone County, Kentucky",38,132368,22.07978085,13.5908981,19.12395745,4.149039043,89.6969056,3.270427898,4.275957935,0.105765744,2.352532334,0.020397679,1.724737097,2.829233652,4.275957935,0.982744158,"Boone, KY",246.36,537.2950154
21017,"Bourbon County, Kentucky",41.8,19998,36.11397894,9.330933093,25.47254725,9.9759976,91.21912191,6.600660066,6.855685569,0,0.160016002,0,0.185018502,1.835183518,6.855685569,0.960203882,"Bourbon, KY",289.72,69.02526577
21019,"Boyd County, Kentucky",42.1,47361,30.69841551,7.869343975,23.92685965,8.566119803,93.46508731,2.001646925,1.870737527,0.107683537,0.314604844,0.031671629,1.23097063,2.848335128,1.870737527,0.997006241,"Boyd, KY",159.86,296.2654823
21021,"Boyle County, Kentucky",40.1,30090,29.54596287,9.282153539,23.0109671,7.537387836,86.74310402,8.02259887,3.33998006,0.285809239,0.867397807,0,1.468926554,2.612163509,3.33998006,1,"Boyle, KY",180.17,167.008936
21023,"Bracken County, Kentucky",41.7,8308,23.92496041,4.272989889,32.78767453,8.858931151,96.38902263,0.97496389,0.553683197,0.240731825,0.97496389,0,0,1.420317766,0.553683197,1.021411192,"Bracken, KY",205.61,40.40659501
21025,"Breathitt County, Kentucky",42.3,12802,26.86348067,4.733635369,27.44102484,16.03655679,97.2972973,1.445086705,1.2185596,0.085924074,0.328073738,0,0.468676769,0.374941415,1.2185596,1.006583072,"Breathitt, KY",492.41,25.99865965
21027,"Breckinridge County, Kentucky",42.4,20283,16.3172891,5.724005325,29.34970172,9.480846029,95.37543756,1.666420155,1.646699206,0.128186166,0.3451166,0,0.24158162,2.243257901,1.646699206,0.994199194,"Breckinridge, KY",567.17,35.76176455
21029,"Bullitt County, Kentucky",40.8,80921,16.94058947,7.272525055,29.08515713,7.863224626,95.06679354,1.213529245,2.188554269,0.14458546,0.755057402,0.004943093,0.463414936,2.351676326,2.188554269,0.997309638,"Bullitt, KY",297.02,272.4429331
21031,"Butler County, Kentucky",41.3,12756,26.30522088,5.197554092,31.24020069,12.98212606,96.61335842,0.470366886,3.394481029,0.12543117,0.32925682,0.023518344,0.90937598,1.52869238,3.394481029,1.003140704,"Butler, KY",426.09,29.93733718
21033,"Caldwell County, Kentucky",42.9,12679,23.66053335,6.719772853,29.46604622,8.936035965,92.29434498,7.295528038,1.679943213,0,0,0,0,0.410126982,1.679943213,0.948816477,"Caldwell, KY",344.79,36.77310827
21035,"Calloway County, Kentucky",36.3,38991,32.52037169,10.84609269,19.5224539,5.798774076,91.26208612,3.503372573,2.759611192,0.235951886,1.18488882,0.156446359,0.648867687,3.008386551,2.759611192,0.940236863,"Calloway, KY",385.02,101.2700639
21037,"Campbell County, Kentucky",38.1,93608,23.84846987,16.66524229,19.64682506,5.095718315,93.54969661,3.043543287,2.08636014,0.098282198,1.012733954,0.02243398,0.440133322,1.833176652,2.08636014,0.958613186,"Campbell, KY",151.31,618.6504527
21039,"Carlisle County, Kentucky",42.3,4738,17.19086601,5.550865344,30.73026593,10.25749261,95.37779654,1.266357113,2.384972562,0.464330941,0.759814268,0,0.211059519,1.920641621,2.384972562,0.994107744,"Carlisle, KY",189.43,25.01187774
21041,"Carroll County, Kentucky",38.7,10691,33.41158059,2.806098588,27.64007109,12.74904125,91.33850903,2.918342531,6.715929286,0,0.458329436,0,2.160695912,3.124123094,6.715929286,1.055171088,"Carroll, KY",128.57,83.15314615
21043,"Carter County, Kentucky",41.6,26976,19.86760065,4.952550415,27.23902728,13.7381376,97.13078292,0.381820878,1.104685647,0.296559905,0,0.011120996,0.144572954,2.035142349,1.104685647,0.985719544,"Carter, KY",409.5,65.87545788
21045,"Casey County, Kentucky",42.6,15968,22.3690205,4.615480962,27.69288577,18.21768537,96.22369739,0.782815631,2.912074148,0.638777555,0.231713427,0,1.20240481,0.920591182,2.912074148,0.933640107,"Casey, KY",444.23,35.94534363
21047,"Christian County, Kentucky",28.3,71470,53.54855965,6.717503848,16.94976913,7.587799077,70.80873094,20.7765496,8.132083392,0.461732195,1.718203442,0.435147614,1.281656639,4.517979572,8.132083392,1.118508418,"Christian, KY",717.5,99.6097561
21049,"Clark County, Kentucky",42.3,36152,29.52275878,8.718743085,25.03595928,9.330050896,91.59935827,4.467249391,3.075901748,0.094047356,0.647267094,0,0.943239655,2.248838239,3.075901748,0.934814022,"Clark, KY",252.46,143.1989226
21051,"Clay County, Kentucky",40,20110,30.73923639,3.097961213,26.98657384,23.90850323,91.97414222,4.982595724,1.332670313,0.089507708,0,0.044753854,0.318249627,2.59075087,1.332670313,1.111729497,"Clay, KY",469.25,42.85562067
21053,"Clinton County, Kentucky",42.8,10175,35.25382756,4.855036855,28.46191646,17.30712531,96.5995086,0.343980344,2.889434889,0,0.147420147,0,1.208845209,1.7002457,2.889434889,1.002164502,"Clinton, KY",197.25,51.5842839
21055,"Crittenden County, Kentucky",43.5,8940,20.04423234,5.413870246,32.18120805,10.72706935,96.77852349,0.648769575,1.353467562,0.33557047,0.234899329,0,0.559284116,1.44295302,1.353467562,1.027670674,"Crittenden, KY",359.95,24.83678289
21057,"Cumberland County, Kentucky",46.1,6660,25.05028624,6.936936937,31.59159159,13.09309309,92.47747748,2.387387387,1.381381381,0,0.690690691,0,2.537537538,1.906906907,1.381381381,0.942823804,"Cumberland, KY",305.18,21.82318632
21059,"Daviess County, Kentucky",38.9,101001,30.92169437,9.910792962,22.47700518,6.414787972,89.48228235,4.672230968,3.27125474,0.163364719,1.864337977,0.105939545,0.956426174,2.755418263,3.27125474,0.954996806,"Daviess, KY",458.35,220.3578052
21061,"Edmonson County, Kentucky",44,12195,19.44278267,4.190241902,28.85608856,15.52275523,95.41615416,1.746617466,1.410414104,0.196801968,0.106601066,0,0.016400164,2.517425174,1.410414104,1.001148671,"Edmonson, KY",302.88,40.26347068
21063,"Elliott County, Kentucky",42.4,7461,23.07692308,4.422999598,33.05186972,17.90644686,95.97909127,3.524996649,0.898002949,0,0,0,0.348478756,0.14743332,0.898002949,1.285845588,"Elliott, KY",234.32,31.84107204
21065,"Estill County, Kentucky",44.3,14187,28.08639746,5.505039825,31.2539649,19.09494608,97.1029816,0.098681892,1.219426235,0.401776274,0.056389652,0,0.091633185,2.248537393,1.219426235,0.960613599,"Estill, KY",253.08,56.05737316
21067,"Fayette County, Kentucky",34.8,322200,43.17319538,16.52607076,12.37243948,5.265983861,73.70887647,14.61980137,7.213531968,0.185599007,3.980757294,0.017380509,3.078522657,4.409062694,7.213531968,0.95999708,"Fayette, KY",283.65,1135.906928
21069,"Fleming County, Kentucky",41.8,14519,27.57805438,6.364074661,26.48942765,13.91280391,96.34961085,2.224671121,0.805840623,0.165300641,0.640539982,0,0.165300641,0.454576761,0.805840623,0.970280907,"Fleming, KY",348.54,41.65662478
21071,"Floyd County, Kentucky",42.6,35931,28.17418981,4.912192814,28.27085247,15.69118588,97.40057332,1.068715037,0.893378976,0.011132448,0.342322785,0,0.155854276,1.021402132,0.893378976,0.95510937,"Floyd, KY",393.35,91.3461294
21073,"Franklin County, Kentucky",40.4,50744,35.92188731,12.84486836,20.79260602,6.897367176,82.19888066,9.894765884,3.588601608,0.072915024,1.854406432,0.055178937,2.211098849,3.712754217,3.588601608,0.936941751,"Franklin, KY",207.75,244.2551143
21075,"Fulton County, Kentucky",42.7,6064,34.23455685,7.156992084,27.86939314,14.13258575,71.60290237,22.7737467,1.665567282,1.302770449,0.115435356,0,0.527704485,3.677440633,1.665567282,0.994736842,"Fulton, KY",205.5,29.50851582
21077,"Gallatin County, Kentucky",38.5,8760,24.77096547,5.034246575,32.65981735,11.64383562,91.22146119,2.043378995,5.216894977,0,0.114155251,0,3.356164384,3.264840183,5.216894977,1.059238364,"Gallatin, KY",101.23,86.53561197
21079,"Garrard County, Kentucky",43.5,17554,15.650206,7.120884129,26.18776347,11.59849607,94.63939843,2.102084995,2.187535604,0.205081463,0.08545061,0,0.666514754,2.30146975,2.187535604,0.955877437,"Garrard, KY",230.08,76.29520167
21081,"Grant County, Kentucky",36.8,25107,29.88335798,5.751384076,29.89604493,8.539451149,94.04150237,0.593459991,2.883657944,0.234994225,0.211096507,0,2.039271916,2.879674991,2.883657944,0.970722135,"Grant, KY",257.97,97.32527038
21083,"Graves County, Kentucky",39.6,37125,25.08385308,6.246464646,28.40942761,7.628282828,88.95353535,3.964983165,6.936026936,0.118518519,0.522558923,0.312457912,2.351515152,3.776430976,6.936026936,0.95683112,"Graves, KY",551.74,67.287128
21085,"Grayson County, Kentucky",40.8,26313,25.54447703,4.248850378,30.4754304,11.80405123,96.3934177,0.729677346,1.398548246,0.364838673,0.72207654,0.030403223,0.710675332,1.048911185,1.398548246,0.984838199,"Grayson, KY",496.7,52.97563922
21087,"Green County, Kentucky",43.8,11000,26.38953327,4.218181818,29.7,17.11818182,95.83636364,1.772727273,1.663636364,0.754545455,0.027272727,0,0,1.609090909,1.663636364,0.972386588,"Green, KY",286.03,38.45750446
21089,"Greenup County, Kentucky",43.5,35359,21.89947686,6.295426907,26.53638395,7.240023756,96.87208349,1.023784609,1.086003563,0.082015894,0.543001782,0,0.056562686,1.422551543,1.086003563,0.94804694,"Greenup, KY",344.4,102.6684088
21091,"Hancock County, Kentucky",40.5,8748,19.63721475,5.269775949,28.24645633,10.21947874,95.72473708,0.697302241,0.491540924,0.057155921,0.582990398,0,0,2.937814358,0.491540924,1.051594747,"Hancock, KY",187.65,46.61870504
21093,"Hardin County, Kentucky",37,109627,36.8739884,8.476926305,19.78162314,5.521450008,78.38579912,11.95782061,5.770476251,0.242640955,2.01957547,0.335683728,1.365539511,5.692940608,5.770476251,0.988914893,"Hardin, KY",623.28,175.8872417
21095,"Harlan County, Kentucky",41.3,26307,27.9111881,3.417341392,23.29418026,18.86189987,95.46508534,1.957653856,1.01493899,0,0.326909188,0,0.323107918,1.927243699,1.01493899,0.926405975,"Harlan, KY",465.83,56.47339158
21097,"Harrison County, Kentucky",42.7,18763,28.7042641,5.313649203,27.93796301,11.1442733,95.37387411,2.190481266,2.440974258,0.010659276,0,0.010659276,0.431700688,1.98262538,2.440974258,0.950821377,"Harrison, KY",306.36,61.24494059
21099,"Hart County, Kentucky",40.5,18833,25.3698064,4.454946105,28.36510381,15.47815006,93.2724473,4.571762332,1.890298943,0.207083311,0.477884564,0,0.005309828,1.465512664,1.890298943,1.001381509,"Hart, KY",412.09,45.70118178
21101,"Henderson County, Kentucky",41.1,45550,34.5750178,7.284302964,25.99560922,9.088913282,86.9571899,7.409440176,2.634467618,0.219538968,0.331503842,0.030735456,1.231613611,3.819978046,2.634467618,0.93336163,"Henderson, KY",436.67,104.3121808
21103,"Henry County, Kentucky",41.6,15999,30.54621582,5.406587912,29.79561223,11.06944184,92.77454841,2.681417589,3.362710169,0,0.550034377,0.150009376,1.106319145,2.737671104,3.362710169,0.979094508,"Henry, KY",286.28,55.88584602
21105,"Hickman County, Kentucky",46.4,4461,24.82533768,12.06007622,26.89979825,10.8271688,86.25868639,8.832100426,2.062317866,1.098408429,0.15691549,0,0.717327953,2.936561309,2.062317866,0.928664073,"Hickman, KY",242.27,18.41334049
21107,"Hopkins County, Kentucky",41.5,45044,30.70431603,6.129562206,27.93268804,8.445075926,89.71672143,6.582452713,2.162330166,0.170943966,0.730396945,0.011100258,0.215344996,2.573039695,2.162330166,0.948185632,"Hopkins, KY",542,83.10701107
21109,"Jackson County, Kentucky",40.9,13368,19.76815131,4.697785757,31.51555955,19.63644524,98.002693,0.254338719,0.209455416,0,0,0,0,1.742968282,0.209455416,0.97985782,"Jackson, KY",345.2,38.72537659
21111,"Jefferson County, Kentucky",38.4,768419,36.31085661,14.11092126,18.12930185,6.367489612,70.23785201,21.93152434,5.711987861,0.139246947,2.9775422,0.06493853,1.182297679,3.466598301,5.711987861,0.93501346,"Jefferson, KY",380.42,2019.922717
21113,"Jessamine County, Kentucky",38.1,53476,32.14474018,11.57341611,20.44094547,7.809110629,90.34707158,4.435634677,3.644625626,0.112199865,1.583888099,0.011219987,1.129478645,2.380507143,3.644625626,0.938027761,"Jessamine, KY",172.12,310.6902161
21115,"Johnson County, Kentucky",41.4,22427,25.38307485,5.854550319,28.9561689,12.03460115,97.17750925,0.361171802,0.659918848,0.102554956,1.261871851,0,0.187274268,0.909617871,0.659918848,0.971777739,"Johnson, KY",261.95,85.61557549
21117,"Kenton County, Kentucky",37.3,166552,28.7219049,14.64887843,19.01328114,6.154234113,89.74974783,4.521710937,3.355708728,0.137494596,1.199024929,0.012608675,1.35873481,3.020678227,3.355708728,0.979133493,"Kenton, KY",160.25,1039.326053
21119,"Knott County, Kentucky",43.7,15041,25.85479105,5.112691975,20.75659863,19.23409348,97.29406289,0.82441327,1.010571106,0.219400306,0.285885247,0,0.385612659,0.990625623,1.010571106,0.973625508,"Knott, KY",351.52,42.78846154
21121,"Knox County, Kentucky",40,31288,34.78807115,5.222449501,26.5820762,15.72168243,96.35962669,0.792636154,1.307210432,0.527358732,0.348376374,0.105471746,0.083098952,1.783431347,1.307210432,0.954156517,"Knox, KY",386.3,80.99404608
21123,"Larue County, Kentucky",41.5,14269,22.36078886,4.618403532,25.58693672,11.55652113,93.54544817,3.462050599,3.286845609,0.140163992,0.427500175,0,0.805942953,1.618894106,3.286845609,0.979605993,"Larue, KY",261.52,54.5617926
21125,"Laurel County, Kentucky",40.2,60631,27.42348019,6.269070278,25.97021326,12.83831703,96.89762663,0.633339381,1.543764741,0.415628969,0.242450232,0,0.268839373,1.54211542,1.543764741,0.964711601,"Laurel, KY",433.95,139.7188616
21127,"Lawrence County, Kentucky",42,15604,23.98384575,3.576006152,30.13970777,17.22635222,97.51345809,0.339656498,1.313765701,0.006408613,0.961291976,0,0.051268905,1.127915919,1.313765701,0.984231943,"Lawrence, KY",415.6,37.54571704
21129,"Lee County, Kentucky",44.2,7088,25.93383138,3.174379233,27.3278781,22.43227991,95.27370203,0.818284424,0.451467269,0.126975169,0.19751693,0,0.098758465,3.48476298,0.451467269,1.170238824,"Lee, KY",208.86,33.93660825
21131,"Leslie County, Kentucky",43,10081,16.75832728,4.880468208,28.80666601,16.08967364,97.10346196,0.158714413,0.109116159,0,0.287669874,0,0,2.450153755,0.109116159,1.005769996,"Leslie, KY",400.84,25.14968566
21133,"Letcher County, Kentucky",42.6,21936,26.16357465,3.542122538,25.84336251,15.94183078,97.57020423,0.37837345,0.861597374,0.150437637,0.26896426,0,0.328227571,1.303792852,0.861597374,0.960321716,"Letcher, KY",337.91,64.91669379
21135,"Lewis County, Kentucky",42.8,13345,21.0074944,3.709254402,30.28100412,15.77369801,97.63956538,0.382165605,0.052454103,0.382165605,0.142375422,0,0.052454103,1.401273885,0.052454103,0.995663227,"Lewis, KY",482.84,27.63855521
21137,"Lincoln County, Kentucky",41.1,24493,23.25068641,4.813620218,29.73502633,13.20377251,94.36573715,2.531335484,1.718858449,0.020413996,0.171477565,0,0.632833871,2.278201935,1.718858449,0.965730337,"Lincoln, KY",334.1,73.31038611
21139,"Livingston County, Kentucky",46,9172,16.01679001,6.389010031,29.53554296,9.986916703,97.06716092,0.806803314,2.093327519,0.065416485,0.30527693,0.021805495,0.065416485,1.668120366,2.093327519,0.994346597,"Livingston, KY",313.13,29.29134864
21141,"Logan County, Kentucky",41.1,27049,28.56603631,7.064956191,29.88650227,8.924544345,90.84254501,6.632407852,2.872564605,0.059151909,0.269880587,0,0.447336316,1.748678325,2.872564605,0.944712057,"Logan, KY",552.13,48.99027403
21143,"Lyon County, Kentucky",50.3,8226,15.63000728,6.686117189,33.56430829,8.242159008,91.56333576,5.640651593,2.370532458,0.389010455,0.838803793,0.10940919,0.206661804,1.252127401,2.370532458,1.125032291,"Lyon, KY",213.84,38.46801347
21145,"McCracken County, Kentucky",42.3,65485,30.99873578,11.34000153,22.6311369,5.514239902,84.44071161,10.17790334,2.586851951,0.354279606,0.88875315,0.062609758,0.5925021,3.483240437,2.586851951,0.923540125,"McCracken, KY",248.74,263.266865
21147,"McCreary County, Kentucky",39.7,17333,31.0236837,3.6923787,27.76784169,16.75993769,89.81134253,6.17896498,2.457739572,0.628858247,0.888478625,0.069232101,0.103848151,2.319275371,2.457739572,1.172599649,"McCreary, KY",426.8,40.61152765
21149,"McLean County, Kentucky",43.7,9202,20.02885042,6.335579222,28.29819604,7.933058031,96.91371441,1.336665942,1.456205173,0.380352097,0.228211258,0,0.402086503,0.738969789,1.456205173,0.987473002,"McLean, KY",252.47,36.4478948
21151,"Madison County, Kentucky",34.1,92090,36.1284841,11.72222825,16.27429688,7.321098925,91.08915192,4.28059507,2.530133565,0.385492453,1.019654686,0.271473558,0.571180367,2.382451949,2.530133565,0.946234968,"Madison, KY",437.29,210.592513
21153,"Magoffin County, Kentucky",41.8,12346,24.59737672,3.612506075,26.34051515,19.75538636,98.47723959,0,1.117770938,0.089097683,0.380690102,0,0.032399158,1.020573465,1.117770938,1.003245173,"Magoffin, KY",308.44,40.02723382
21155,"Marion County, Kentucky",40,19257,24.5328911,4.647660591,29.52692527,11.42961001,89.91535546,7.332398608,2.741860103,0.18175209,0.342732513,0.186945007,0.680272109,1.360544218,2.741860103,1.02683928,"Marion, KY",343.01,56.14122037
21157,"Marshall County, Kentucky",45,31225,14.36170213,8.54763811,25.9407526,7.071257006,96.84867894,0.598879103,1.710168135,0.272217774,0.150520416,0,0.361889512,1.767814251,1.710168135,0.963342555,"Marshall, KY",301.25,103.6514523
21159,"Martin County, Kentucky",39.7,11421,23.06621595,5.533666054,25.06785746,18.16828649,92.83775501,5.025829612,2.364066194,0.770510463,0.087558007,0.096313808,0.350232029,0.831801068,2.364066194,1.231535756,"Martin, KY",229.61,49.74086494
21161,"Mason County, Kentucky",41,17122,31.14302813,8.264221469,23.47856559,9.058521201,89.57481603,6.313514776,2.096717673,0.046723514,0.975353347,0.07592571,0.467235136,2.546431492,2.096717673,0.993944334,"Mason, KY",240.13,71.30304418
21163,"Meade County, Kentucky",38.9,28379,22.83591731,7.375171782,24.77536206,6.899467916,91.36685577,3.703442686,3.763346136,0.468656401,0.697699003,0.207900208,0.355896966,3.199548962,3.763346136,1.011696321,"Meade, KY",305.42,92.91794905
21165,"Menifee County, Kentucky",44,6463,28.51910828,6.142658208,30.29552839,18.66006499,97.92665945,0.139254216,2.754138945,0,0,0,0,1.934086338,2.754138945,1.205049471,"Menifee, KY",203.59,31.74517412
21167,"Mercer County, Kentucky",43.2,21690,22.83575766,7.123098202,25.14522822,9.257722453,92.6417704,3.443983402,3.052097741,0.248962656,0.779160904,0.027662517,0.723835869,2.134624251,3.052097741,0.996134732,"Mercer, KY",248.8,87.17845659
21169,"Metcalfe County, Kentucky",43.6,10062,22.26626016,5.227588949,27.94673027,14.56966806,95.20969986,2.156628901,1.441065395,0.337904989,0.218644405,0,0.029815146,2.047306698,1.441065395,0.947735192,"Metcalfe, KY",289.65,34.73847747
21171,"Monroe County, Kentucky",41.4,10616,30.69316529,4.05990957,29.1729465,14.44988696,95.4596835,2.345516202,3.099095705,0.254333082,0.254333082,0.018839488,0.367370008,1.299924642,3.099095705,1.005667863,"Monroe, KY",329.37,32.23122932
21173,"Montgomery County, Kentucky",40.2,28042,32.02487653,5.851936381,27.92240211,10.38085729,94.22651737,2.920619071,2.8635618,0.570572712,0.160473575,0,0.509949362,1.611867912,2.8635618,0.960430649,"Montgomery, KY",197.37,142.07833
21175,"Morgan County, Kentucky",42.6,13270,21.11168652,5.433308214,31.0625471,16.2094951,93.30821402,3.669932178,1.672946496,0.384325546,0.580256217,0.376789751,0.746043708,0.934438583,1.672946496,1.291882556,"Morgan, KY",381.13,34.81751633
21177,"Muhlenberg County, Kentucky",42.5,30815,17.72414027,5.870517605,29.34285251,12.33490183,92.58153497,3.855265293,1.590134675,0.165503813,1.466818108,0.074638975,0.181729677,1.674509168,1.590134675,0.999545779,"Muhlenberg, KY",467.08,65.973709
21179,"Nelson County, Kentucky",39.9,45915,20.03023768,7.969073288,24.53228792,5.399107046,92.13328977,5.111619297,2.225852118,0.084939562,0.583687248,0,0.296199499,1.790264619,2.225852118,0.994743244,"Nelson, KY",417.51,109.9734138
21181,"Nicholas County, Kentucky",40.9,7189,23.85307989,2.712477396,31.06134372,13.39546529,96.38336347,0.931979413,1.502295173,0.083460843,0,0,0.681596884,1.919599388,1.502295173,0.954063604,"Nicholas, KY",195.17,36.83455449
21183,"Ohio County, Kentucky",40.6,24081,22.88709884,4.576221918,27.46148416,12.16311615,96.37058262,1.150284457,3.425937461,0.008305303,0.186869316,0,1.324695818,0.959262489,3.425937461,0.969493743,"Ohio, KY",587.27,41.00498919
21185,"Oldham County, Kentucky",39.3,66508,11.39199794,16.85812233,12.93678956,3.86269321,90.50490167,3.856678896,3.990497384,0.213508149,1.653936369,0.009021471,0.724724845,3.037228604,3.990497384,1.10169063,"Oldham, KY",187.22,355.2398248
21187,"Owen County, Kentucky",42.3,10847,23.65754333,8.629114041,30.39550106,12.59334378,95.13229464,1.38287084,0.719092837,0,0,0,0.783626809,2.701207707,0.719092837,1.052412488,"Owen, KY",351.1,30.8943321
21189,"Owsley County, Kentucky",47.2,4416,31.88509022,5.548007246,28.26086957,22.16938406,92.66304348,4.302536232,0,0,0.09057971,0,1.109601449,1.83423913,0,0.770649559,"Owsley, KY",197.41,22.36968745
21191,"Pendleton County, Kentucky",40.8,14587,27.31700431,5.388359498,28.59395352,11.37999589,95.40686913,0.747240694,1.398505519,0.027421677,0.719819017,0.445602249,0.205662576,2.447384658,1.398505519,1.057114652,"Pendleton, KY",277.16,52.63024968
21193,"Perry County, Kentucky",41.3,26266,22.0415075,4.073707455,23.3495774,14.48260108,95.27145359,2.010203305,1.09647453,0.041879236,1.008908856,0.076144065,0.300769055,1.290641894,1.09647453,0.985036276,"Perry, KY",339.67,77.32799482
21195,"Pike County, Kentucky",42.5,58595,24.86819907,5.087464801,28.31811588,15.43305743,97.43834798,0.798702961,0.959126205,0.126290639,0.546121683,0.034132605,0.088744773,0.967659357,0.959126205,0.952580892,"Pike, KY",786.83,74.46970756
21197,"Powell County, Kentucky",39.3,12283,29.67014331,8.133192217,27.74566474,12.594643,97.38663193,0.146544004,1.896930717,0.219816006,0.39078401,0,0.065130668,1.791093381,1.896930717,0.949373115,"Powell, KY",178.98,68.62777964
21199,"Pulaski County, Kentucky",41.9,64789,29.44583347,6.721820062,23.61820679,11.73347327,95.87275618,0.961582985,2.56216333,0.459954622,0.796431493,0,0.422911297,1.486363426,2.56216333,0.938049656,"Pulaski, KY",658.41,98.40221139
21201,"Robertson County, Kentucky",40.6,2139,30.82888997,8.04114072,27.5829827,11.03319308,98.83122955,1.028517999,1.776531089,0,0,0,0,0.140252454,1.776531089,0.800505051,"Robertson, KY",99.91,21.40926834
21203,"Rockcastle County, Kentucky",42.6,16795,22.51887314,5.108663293,30.19350997,14.05775528,97.86245907,0.107174754,0.994343555,0.357249181,0.142899673,0,0.107174754,1.423042572,0.994343555,0.943865741,"Rockcastle, KY",316.55,53.0563892
21205,"Rowan County, Kentucky",30.4,24534,36.0367932,6.529713866,19.21415179,7.948153583,95.95255564,2.054292003,1.797505503,0.028531833,0.770359501,0,0.048911714,1.145349311,1.797505503,0.928015717,"Rowan, KY",279.8,87.68406004
21207,"Russell County, Kentucky",43.4,17846,26.43922018,5.973327356,25.68082483,12.97769808,94.77754119,0.521125182,3.804774179,0,0.722851059,0,2.398296537,1.580186036,3.804774179,0.95401292,"Russell, KY",253.66,70.35401719
21209,"Scott County, Kentucky",36,55961,24.57684995,11.96726292,19.41173317,4.751523382,87.70393667,4.649666732,4.356605493,0.305569951,1.134718822,0,2.224763675,3.98134415,4.356605493,0.95565263,"Scott, KY",281.77,198.6052454
21211,"Shelby County, Kentucky",39.3,48100,29.4555476,11.56548857,19.7006237,8.929313929,84.67567568,6.43035343,9.565488565,0,0.997920998,0.087318087,3.474012474,4.334719335,9.565488565,0.947683835,"Shelby, KY",379.64,126.698978
21213,"Simpson County, Kentucky",38.7,18319,33.54889501,5.25137835,31.22987063,8.335607839,85.55598013,9.236312026,2.543806976,0.403952181,0.807904362,0,0.884327747,3.111523555,2.543806976,0.986876356,"Simpson, KY",234.2,78.21947054
21215,"Spencer County, Kentucky",42.9,18945,13.19857313,9.131697018,25.7587754,5.13064133,95.91976775,1.483240961,2.459751913,0.110847189,0.591185009,0,0.321984693,1.5729744,2.459751913,1.010292869,"Spencer, KY",186.68,101.4838226
21217,"Taylor County, Kentucky",37.5,25572,33.1743728,9.346159862,24.50727358,8.094791178,91.17002972,4.477553574,2.471453152,0.066478961,1.036289692,0,0.38323166,2.866416393,2.471453152,0.943604165,"Taylor, KY",266.33,96.01622048
21219,"Todd County, Kentucky",37.2,12334,30.02757123,5.732122588,26.47154208,13.96951516,87.53851143,8.237392573,4.378141722,0.048646019,0.089184368,0,2.424193287,1.66207232,4.378141722,0.982958199,"Todd, KY",374.5,32.93457944
21221,"Trigg County, Kentucky",45.8,14569,21.08307778,8.42885579,23.33035898,7.955247443,89.79339694,6.86388908,2.292538953,0,0.453016679,0,0.082366669,2.807330634,2.292538953,1.015633647,"Trigg, KY",441.43,33.00410031
21223,"Trimble County, Kentucky",42.2,8528,22.02985075,6.765947467,31.43761726,11.42120075,93.1988743,0.340056285,3.283302064,0.222795497,0,0.68011257,2.708724203,2.849437148,3.283302064,0.966789668,"Trimble, KY",151.65,56.23475107
21225,"Union County, Kentucky",38,14582,24.77855478,3.833493348,30.3456316,5.239336168,82.70470443,15.27225346,1.241256343,0,0.48004389,0,0.521190509,1.021807708,1.241256343,1.00992419,"Union, KY",342.85,42.53171941
21227,"Warren County, Kentucky",32.9,130836,39.15890451,11.61224739,16.32425326,7.13182916,80.66663609,8.781986609,5.386132257,0.307254884,4.26411691,0.415023388,1.873337614,3.691644502,5.386132257,0.964062148,"Warren, KY",541.6,241.5731167
21229,"Washington County, Kentucky",41.6,12044,23.5499042,7.281634009,29.28429093,8.527067419,89.0318831,7.431086018,1.502822982,0,0.780471604,0,0.199269346,2.557289937,1.502822982,0.949182716,"Washington, KY",297.27,40.51535641
21231,"Wayne County, Kentucky",44,20447,28.99199839,5.92751993,29.84300875,16.98537683,94.20452878,1.809556414,3.418594415,0.484178608,0.088032474,0,2.298625715,1.115078007,3.418594415,0.984375,"Wayne, KY",458.17,44.62754
